title                    	CLASS	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
lcl|U00096.3_cds_AAC76543	HOST	0.2219	0.2674	0.2865	0.4408	0.129	0.051	0.417	55.61	0.564	0.494	415	445	-0.072584	0.067416
lcl|U00096.3_cds_AAC76544	HOST	0.2267	0.3356	0.2118	0.3962	0.185	0.123	0.481	55	0.613	0.553	486	527	-0.120873	0.075901
lcl|U00096.3_cds_AAC76545	HOST	0.3221	0.2416	0.2792	0.4214	0.217	0.002	0.414	45.08	0.511	0.478	186	200	-0.0925	0.07
lcl|U00096.3_cds_AAC76546	HOST	0.328	0.328	0.2143	0.3394	0.292	0.189	0.51	48.97	0.541	0.534	290	299	-0.049164	0.076923
lcl|U00096.3_cds_AAC76547	HOST	0.2674	0.3516	0.1749	0.4483	0.319	0.244	0.552	44.19	0.627	0.528	319	337	0.210089	0.106825
lcl|U00096.3_cds_AAC76548	HOST	0.4501	0.3274	0.1776	0.1582	0.232	0.155	0.506	49.82	0.432	0.572	405	425	-0.316941	0.103529
lcl|U00096.3_cds_AAC76549	HOST	0.3717	0.2862	0.3241	0.2338	0.193	0.044	0.467	54.75	0.427	0.559	614	635	-0.859055	0.100787
lcl|U00096.3_cds_AAC76550	HOST	0.3739	0.2477	0.3172	0.2376	0.184	-0.021	0.417	60.25	0.408	0.538	240	244	-0.321721	0.090164
lcl|U00096.3_cds_AAC76551	HOST	0.3053	0.2748	0.3718	0.2284	0.151	0.062	0.452	56.95	0.428	0.584	292	299	-1.233445	0.076923
lcl|U00096.3_cds_AAC76552	HOST	0.3174	0.3103	0.3629	0.1989	0.214	0.083	0.487	56.64	0.431	0.556	464	471	-0.535244	0.065817
lcl|U00096.3_cds_AAC76553	HOST	0.1777	0.2493	0.3302	0.391	0.12	-0.071	0.35	56.16	0.554	0.531	377	405	-0.048148	0.091358
lcl|U00096.3_cds_AAC76554	HOST	0.4148	0.2341	0.3195	0.2042	0.19	0.003	0.43	53.58	0.371	0.54	628	634	-0.600789	0.07571
lcl|U00096.3_cds_AAT48188	HOST	0.1679	0.3274	0.2638	0.3931	0.157	0.084	0.452	54.7	0.616	0.58	1043	1126	-0.375222	0.071936
lcl|U00096.3_cds_AAC76556	HOST	0.2937	0.2805	0.3527	0.2694	0.187	0.104	0.48	51.55	0.459	0.569	344	350	-0.475429	0.082857
lcl|U00096.3_cds_AAC76557	HOST	0.1672	0.3375	0.2953	0.3647	0.15	0.077	0.447	51.16	0.598	0.564	682	736	-0.282609	0.076087
lcl|U00096.3_cds_AAC76558	HOST	0.258	0.3529	0.1569	0.4788	0.356	0.326	0.595	43.16	0.651	0.554	823	872	0.058486	0.116972
lcl|U00096.3_cds_3471_[ge	HOST	0.2611	0.3202	0.2513	0.4162	0.258	0.163	0.502	51.58	0.578	0.541	237	249	-0.100803	0.064257
lcl|U00096.3_cds_AAC76560	HOST	0.32	0.34	0.4222	0.093	0.244	0.11	0.482	43.77	0.375	0.482	56	56	-0.1	0.125
lcl|U00096.3_cds_AAC76561	HOST	0.377	0.2459	0.3417	0.2456	0.196	0.031	0.444	51.96	0.4	0.514	473	485	-0.484124	0.103093
lcl|U00096.3_cds_AAC76562	HOST	0.4107	0.2857	0.225	0.3333	0.216	0.014	0.443	57.47	0.475	0.505	61	62	-0.629032	0.080645
lcl|U00096.3_cds_AAC76563	HOST	0.3747	0.3041	0.2882	0.2098	0.21	0.082	0.464	53.65	0.435	0.551	513	526	-0.439924	0.102662
lcl|U00096.3_cds_AAT48189	HOST	0.4643	0.2857	0.2917	0.2083	0.443	0.351	0.636	51.71	0.394	0.549	33	34	-0.558824	0.088235
lcl|U00096.3_cds_AAC76564	HOST	0.2971	0.24	0.3367	0.3456	0.161	0.012	0.407	51.94	0.467	0.466	381	400	0.0945	0.155
lcl|U00096.3_cds_AAC76565	HOST	0.1667	0.4356	0.2088	0.3348	0.174	0.152	0.495	47.57	0.668	0.581	289	312	-0.314744	0.070513
lcl|U00096.3_cds_AAC76566	HOST	0.1575	0.3701	0.2511	0.3739	0.161	0.083	0.453	52.73	0.641	0.585	276	310	-0.437097	0.109677
lcl|U00096.3_cds_AAC76567	HOST	0.184	0.328	0.2243	0.4078	0.145	0.04	0.427	49.88	0.638	0.606	260	286	-0.061539	0.101399
lcl|U00096.3_cds_AAC76568	HOST	0.1763	0.3237	0.2681	0.4027	0.167	0.121	0.481	50.7	0.615	0.587	291	315	0.067619	0.104762
lcl|U00096.3_cds_AAC76569	HOST	0.321	0.2887	0.4	0.1575	0.149	0.04	0.432	56.62	0.383	0.541	491	499	-0.952906	0.0501
lcl|U00096.3_cds_AAC76570	HOST	0.2308	0.2842	0.3143	0.3351	0.146	0.021	0.41	54.65	0.522	0.513	502	541	0.067283	0.088725
lcl|U00096.3_cds_AAC76571	HOST	0.317	0.3026	0.173	0.3972	0.372	0.274	0.568	44.76	0.57	0.513	384	402	0.799751	0.109453
lcl|U00096.3_cds_AAC76572	HOST	0.2043	0.2634	0.3657	0.3487	0.138	-0.007	0.392	57.93	0.5	0.521	204	219	0.078539	0.086758
lcl|U00096.3_cds_AAC76573	HOST	0.331	0.3451	0.291	0.3468	0.301	0.073	0.472	57.45	0.517	0.499	178	187	-0.280214	0.101604
lcl|U00096.3_cds_AAC76574	HOST	0.1966	0.3846	0.2571	0.3711	0.177	0.088	0.466	53.2	0.618	0.538	131	140	-0.370714	0.107143
lcl|U00096.3_cds_AAC76575	HOST	0.2041	0.3101	0.2578	0.4245	0.186	0.156	0.494	51.31	0.601	0.553	695	754	-0.038594	0.096817
lcl|U00096.3_cds_AAT48190	HOST	0.2857	0.4286	0.1685	0.2717	0.5	0.477	0.7	41.72	0.601	0.581	213	219	-0.073059	0.031963
lcl|U00096.3_cds_AAC76577	HOST	0.2594	0.3684	0.3074	0.3057	0.309	0.115	0.481	50.32	0.538	0.522	312	324	0.005247	0.058642
lcl|U00096.3_cds_AAC76578	HOST	0.3249	0.335	0.3697	0.1572	0.245	0.093	0.491	56.67	0.421	0.526	216	221	-0.352036	0.085973
lcl|U00096.3_cds_AAC76579	HOST	0.3947	0.25	0.4	0.2414	0.192	-0.043	0.416	61	0.371	0.459	89	90	-0.894445	0.077778
lcl|U00096.3_cds_AAC76580	HOST	0.3214	0.5179	0.26	0.1522	0.801	0.727	0.851	29.1	0.537	0.49	67	70	-0.251428	0.114286
lcl|U00096.3_cds_3494_[ge	HOST	0.4043	0.2553	0.3939	0.2414	0.136	-0.149	0.333	61	0.373	0.401	51	54	-0.327778	0.185185
lcl|U00096.3_cds_AAT48191	HOST	0.4878	0.1951	0.375	0.2222	0.239	-0.143	0.348	38.72	0.304	0.37	46	46	0.552174	0.173913
lcl|U00096.3_cds_AAC76581	HOST	0.2063	0.3095	0.2971	0.3969	0.184	0.084	0.443	53.17	0.576	0.474	158	164	-0.110366	0.036585
lcl|U00096.3_cds_AAC76582	HOST	0.2136	0.3091	0.3598	0.3191	0.139	-0.065	0.357	54.88	0.508	0.444	252	266	0.2203	0.071429
lcl|U00096.3_cds_AAC76583	HOST	0.3174	0.3431	0.1813	0.4155	0.561	0.523	0.719	37.31	0.595	0.555	666	689	-0.219158	0.072569
lcl|U00096.3_cds_AAC76584	HOST	0.2978	0.2353	0.405	0.2059	0.126	-0.041	0.384	60.61	0.387	0.576	292	295	-0.586102	0.044068
lcl|U00096.3_cds_ABD18703	HOST	0.369	0.25	0.3803	0.1831	0.211	0.091	0.478	54.24	0.37	0.496	92	94	-0.364894	0.138298
lcl|U00096.3_cds_AAC76585	HOST	0.3171	0.2997	0.2185	0.398	0.252	0.135	0.476	52.85	0.537	0.469	309	331	0.692145	0.132931
lcl|U00096.3_cds_AAC76586	HOST	0.3578	0.1927	0.3656	0.3647	0.148	-0.111	0.328	57.75	0.416	0.427	125	135	-0.078519	0.125926
lcl|U00096.3_cds_AAC76587	HOST	0.3953	0.2209	0.274	0.3636	0.167	-0.077	0.361	58.34	0.443	0.435	97	105	0.485714	0.142857
lcl|U00096.3_cds_AAC76588	HOST	0.2084	0.343	0.2069	0.4492	0.191	0.118	0.473	53.98	0.646	0.562	427	465	-0.132903	0.098925
lcl|U00096.3_cds_AAC76589	HOST	0.314	0.2397	0.4141	0.2057	0.147	-0.005	0.411	52.86	0.379	0.532	401	410	-0.514878	0.07561
lcl|U00096.3_cds_AAC76590	HOST	0.3976	0.2717	0.4253	0.1549	0.168	-0.008	0.421	51.29	0.343	0.467	297	304	-1.2625	0.095395
lcl|U00096.3_cds_AAC76591	HOST	0.1589	0.2983	0.3462	0.4222	0.147	0.024	0.41	51.92	0.579	0.485	454	484	-0.031818	0.099174
lcl|U00096.3_cds_AAC76592	HOST	0.4428	0.3109	0.1406	0.2857	0.214	0.106	0.479	50.62	0.485	0.552	363	381	-0.865617	0.107612
lcl|U00096.3_cds_AAC76593	HOST	0.3343	0.2418	0.4071	0.1955	0.153	-0.02	0.409	55.62	0.37	0.51	359	367	-0.652044	0.06812
lcl|U00096.3_cds_AAT48192	HOST	0.2919	0.3589	0.3797	0.2404	0.231	0.097	0.486	60.3	0.474	0.512	251	254	-0.685433	0.07874
lcl|U00096.3_cds_AAC76595	HOST	0.2252	0.2829	0.2673	0.403	0.166	0.076	0.453	55.81	0.569	0.542	612	646	-0.156966	0.068111
lcl|U00096.3_cds_AAT48193	HOST	0.3913	0.2464	0.3402	0.2203	0.167	-0.002	0.424	51.94	0.387	0.541	382	395	-0.868861	0.091139
lcl|U00096.3_cds_AAC76597	HOST	0.2556	0.2707	0.256	0.3675	0.138	-0.007	0.386	56.51	0.545	0.542	145	155	0.062581	0.064516
lcl|U00096.3_cds_AAC76598	HOST	0.3376	0.2949	0.3614	0.2205	0.198	0.055	0.458	56.98	0.424	0.538	264	269	-0.871747	0.100372
lcl|U00096.3_cds_AAC76599	HOST	0.3295	0.4659	0.192	0.2353	0.376	0.285	0.587	47.2	0.565	0.531	310	332	-0.189458	0.069277
lcl|U00096.3_cds_AAC76600	HOST	0.187	0.2764	0.3478	0.4444	0.13	0.014	0.411	52.12	0.553	0.469	141	147	-0.012245	0.115646
lcl|U00096.3_cds_AAC76601	HOST	0.3529	0.2941	0.3197	0.219	0.221	0.026	0.407	51.34	0.42	0.444	150	157	0.824841	0.11465
lcl|U00096.3_cds_AAT48194	HOST	0.3224	0.3251	0.1837	0.3206	0.291	0.178	0.492	49.6	0.541	0.51	390	425	1.17247	0.096471
lcl|U00096.3_cds_AAC76603	HOST	0.3657	0.2985	0.3633	0.1652	0.168	0.044	0.446	49.46	0.387	0.533	305	309	-0.906796	0.061489
lcl|U00096.3_cds_AAC76604	HOST	0.1981	0.3126	0.2289	0.4242	0.187	0.117	0.481	54.23	0.626	0.587	455	479	-0.122338	0.060543
lcl|U00096.3_cds_AAC76605	HOST	0.1326	0.3094	0.1989	0.521	0.166	0.119	0.48	47.6	0.708	0.613	202	210	-0.379524	0.057143
lcl|U00096.3_cds_AAC76606	HOST	0.1913	0.3	0.2568	0.4218	0.181	0.11	0.475	49.51	0.61	0.566	259	277	-0.418773	0.072202
lcl|U00096.3_cds_AAC76607	HOST	0.2871	0.297	0.3851	0.1813	0.161	0.104	0.477	57.78	0.421	0.595	216	222	-1.005405	0.054054
lcl|U00096.3_cds_3524_[ge	HOST	0.4615	0.2308	0.2273	0.45	0.263	0.038	0.469	*****	0.469	0.444	32	33	-0.984849	0.181818
lcl|U00096.3_cds_3525_[ge	HOST	0.24	0.34	0.3043	0.4318	0.234	-0.096	0.371	49.12	0.581	0.531	62	64	-0.559375	0.109375
lcl|U00096.3_cds_AAC76608	HOST	0.3247	0.3093	0.323	0.2733	0.176	0.045	0.444	59.47	0.468	0.519	216	219	-0.305479	0.100457
lcl|U00096.3_cds_AAC76609	HOST	0.3502	0.3619	0.27	0.3146	0.279	0.116	0.484	51.8	0.51	0.478	314	324	-0.326852	0.095679
lcl|U00096.3_cds_AAC76610	HOST	0.1959	0.3265	0.282	0.4135	0.127	0.036	0.412	55.75	0.594	0.523	325	357	-0.317367	0.12605
lcl|U00096.3_cds_AAC76611	HOST	0.4253	0.2874	0.1974	0.3438	0.25	-0.03	0.384	46.13	0.475	0.47	99	107	0.439252	0.149533
lcl|U00096.3_cds_AAC76612	HOST	0.3419	0.2628	0.3539	0.2147	0.151	-0.008	0.418	55.08	0.408	0.57	471	485	-0.737526	0.078351
lcl|U00096.3_cds_AAT48195	HOST	0.3524	0.3619	0.3389	0.1767	0.199	0.093	0.478	50.14	0.447	0.531	347	355	-1.04338	0.112676
lcl|U00096.3_cds_AAC76614	HOST	0.3195	0.2514	0.3489	0.2385	0.176	0.065	0.465	50.61	0.421	0.585	563	580	-0.811207	0.074138
lcl|U00096.3_cds_AAC76615	HOST	0.3461	0.2824	0.2907	0.2365	0.193	0.081	0.474	53.36	0.446	0.578	426	438	-0.694292	0.091324
lcl|U00096.3_cds_AAC76616	HOST	0.2805	0.3293	0.2437	0.3826	0.3	0.23	0.536	45.86	0.566	0.528	196	202	-0.026733	0.074257
lcl|U00096.3_cds_AAC76617	HOST	0.2078	0.4183	0.1954	0.4144	0.309	0.286	0.585	42.81	0.668	0.595	1332	1377	-0.757153	0.091503
lcl|U00096.3_cds_AAC76618	HOST	0.4309	0.2819	0.4295	0.2029	0.206	-0.003	0.437	54.64	0.354	0.363	229	236	-0.531356	0.161017
lcl|U00096.3_cds_3537_[ge	HOST	0.349	0.2314	0.3288	0.3713	0.223	0.036	0.439	50.51	0.453	0.479	296	313	-0.470607	0.092652
lcl|U00096.3_cds_AAC76620	HOST	0.4206	0.1963	0.4362	0.3108	0.144	-0.14	0.338	58.89	0.338	0.333	130	141	-0.037589	0.120567
lcl|U00096.3_cds_3539_[ge	HOST	0.4242	0.2121	0.1633	0.6279	0.237	0.073	0.468	35.91	0.532	0.456	77	79	-0.688608	0.21519
lcl|U00096.3_cds_3540_[ge	HOST	0.4953	0.1308	0.5125	0.1096	0.126	-0.23	0.284	42.02	0.19	0.366	116	121	-0.433884	0.082645
lcl|U00096.3_cds_3541_[ge	HOST	0.4397	0.181	0.5143	0.1705	0.152	-0.216	0.305	46.15	0.255	0.336	141	145	-0.08069	0.062069
lcl|U00096.3_cds_3542_[ge	HOST	0.3036	0.3393	0.3061	0.325	0.191	-0.047	0.391	45.99	0.5	0.431	64	65	-0.230769	0.046154
lcl|U00096.3_cds_AAC76621	HOST	0.2977	0.2945	0.1892	0.4655	0.271	0.182	0.512	51.84	0.597	0.527	367	378	0.008465	0.079365
lcl|U00096.3_cds_AAC76622	HOST	0.3265	0.3367	0.1512	0.4795	0.304	0.141	0.496	47.32	0.602	0.519	113	120	0.2325	0.15
lcl|U00096.3_cds_AAC76623	HOST	0.4174	0.2727	0.265	0.2347	0.167	-0.009	0.414	50.59	0.421	0.564	587	598	-1.080936	0.083612
lcl|U00096.3_cds_AAC76624	HOST	0.3754	0.2816	0.3577	0.1858	0.188	0.062	0.469	52.77	0.391	0.551	343	353	-1.237394	0.076487
lcl|U00096.3_cds_AAC76625	HOST	0.2027	0.3716	0.2326	0.4426	0.216	0.141	0.503	54.01	0.645	0.532	169	183	-0.44153	0.114754
lcl|U00096.3_cds_ABD18704	HOST	0.3276	0.2241	0.35	0.2105	0.179	0.042	0.446	45.65	0.385	0.518	65	65	-0.656923	0.030769
lcl|U00096.3_cds_AAC76626	HOST	0.3542	0.2292	0.4731	0.1648	0.161	0.009	0.443	45.03	0.322	0.523	115	116	-1.571552	0.043103
lcl|U00096.3_cds_AAC76627	HOST	0.2576	0.2554	0.2642	0.3683	0.164	0.088	0.445	55.69	0.537	0.567	488	523	-0.224092	0.091778
lcl|U00096.3_cds_AAC76628	HOST	0.3137	0.3333	0.2602	0.3388	0.301	0.125	0.49	48.85	0.531	0.541	245	258	-0.368605	0.062016
lcl|U00096.3_cds_AAC76629	HOST	0.3372	0.3109	0.2924	0.2316	0.175	0.072	0.471	58.34	0.463	0.575	365	378	-0.612169	0.100529
lcl|U00096.3_cds_AAC76630	HOST	0.291	0.3731	0.2174	0.3396	0.309	0.227	0.54	48.43	0.573	0.552	150	157	-0.242675	0.095541
lcl|U00096.3_cds_AAC76631	HOST	0.3514	0.3108	0.3243	0.2034	0.18	0.042	0.449	54.42	0.432	0.559	243	255	-0.873726	0.12549
lcl|U00096.3_cds_AAC76632	HOST	0.3415	0.2892	0.2996	0.2564	0.193	0.119	0.497	57.33	0.458	0.585	312	324	-0.916975	0.101852
lcl|U00096.3_cds_AAC76633	HOST	0.3139	0.2847	0.4054	0.1792	0.156	-0.052	0.384	61	0.397	0.526	146	147	-0.568027	0.115646
lcl|U00096.3_cds_AAC76634	HOST	0.1692	0.3077	0.3276	0.3889	0.169	-0.061	0.366	56.91	0.577	0.54	71	79	0.073418	0.063291
lcl|U00096.3_cds_AAC76635	HOST	0.4364	0.2455	0.3571	0.1895	0.22	0.029	0.453	51.76	0.352	0.516	128	135	-1.001481	0.148148
lcl|U00096.3_cds_AAC76636	HOST	0.3047	0.4029	0.237	0.312	0.588	0.546	0.739	37.04	0.562	0.536	491	514	-0.195136	0.07393
lcl|U00096.3_cds_AAC76637	HOST	0.2601	0.2717	0.3689	0.2642	0.188	0.086	0.483	50.72	0.458	0.591	389	397	-0.996977	0.057935
lcl|U00096.3_cds_AAC76638	HOST	0.376	0.312	0.3377	0.1822	0.235	0.058	0.464	50.13	0.409	0.556	291	297	-0.872391	0.06734
lcl|U00096.3_cds_AAC76639	HOST	0.3299	0.2405	0.411	0.2786	0.176	-0.029	0.404	55.37	0.404	0.488	312	317	-0.301262	0.11041
lcl|U00096.3_cds_AAC76640	HOST	0.1993	0.2325	0.3004	0.4239	0.143	-0.06	0.351	56.76	0.555	0.525	299	325	0.220615	0.092308
lcl|U00096.3_cds_AAC76641	HOST	0.1783	0.2834	0.241	0.4533	0.136	-0.011	0.371	55.87	0.629	0.55	350	386	0.029793	0.088083
lcl|U00096.3_cds_AAC76642	HOST	0.4574	0.2242	0.4121	0.2171	0.223	-0.015	0.412	51.47	0.324	0.371	272	285	-0.267719	0.140351
lcl|U00096.3_cds_AAC76643	HOST	0.292	0.472	0.1972	0.3418	0.545	0.487	0.71	37.27	0.617	0.511	300	310	-0.283549	0.13871
lcl|U00096.3_cds_AAC76644	HOST	0.3091	0.32	0.25	0.3574	0.326	0.27	0.565	48.71	0.538	0.537	329	348	-0.185058	0.083333
lcl|U00096.3_cds_AAC76645	HOST	0.3307	0.2362	0.3175	0.3475	0.251	0.077	0.458	54.39	0.464	0.512	306	319	-0.219436	0.081505
lcl|U00096.3_cds_AAC76646	HOST	0.361	0.2013	0.472	0.2961	0.129	-0.169	0.287	55.55	0.349	0.341	355	370	0.738378	0.172973
lcl|U00096.3_cds_AAC76647	HOST	0.3173	0.2435	0.4286	0.3182	0.127	-0.07	0.341	56.49	0.399	0.323	323	329	0.577204	0.12462
lcl|U00096.3_cds_AAC76648	HOST	0.4333	0.2333	0.4654	0.2014	0.175	-0.14	0.347	50.76	0.318	0.345	242	248	-0.208468	0.201613
lcl|U00096.3_cds_AAC76649	HOST	0.4551	0.1617	0.4786	0.2	0.156	-0.143	0.345	43.71	0.274	0.378	197	202	-0.544059	0.193069
lcl|U00096.3_cds_AAC76650	HOST	0.4102	0.2422	0.4428	0.1844	0.17	-0.076	0.377	54.46	0.329	0.364	289	297	-0.005387	0.138047
lcl|U00096.3_cds_AAC76651	HOST	0.5314	0.1697	0.3812	0.2591	0.227	-0.111	0.366	52.46	0.295	0.363	325	339	-0.221239	0.150442
lcl|U00096.3_cds_AAC76652	HOST	0.5036	0.2214	0.3755	0.192	0.25	-0.024	0.413	54.36	0.305	0.398	344	360	-0.16	0.111111
lcl|U00096.3_cds_AAC76653	HOST	0.556	0.1286	0.5171	0.1728	0.17	-0.177	0.328	40.7	0.197	0.269	299	311	-0.338585	0.125402
lcl|U00096.3_cds_AAC76654	HOST	0.4057	0.217	0.3523	0.2812	0.166	-0.078	0.385	57.42	0.381	0.452	239	248	-0.645565	0.145161
lcl|U00096.3_cds_AAC76655	HOST	0.4515	0.2107	0.3548	0.2586	0.252	0	0.422	50.15	0.359	0.449	365	375	-0.342133	0.106667
lcl|U00096.3_cds_AAC76656	HOST	0.3559	0.2811	0.4047	0.2189	0.188	-0.014	0.429	56.1	0.397	0.469	310	319	-0.382759	0.122257
lcl|U00096.3_cds_AAC76657	HOST	0.3573	0.296	0.2881	0.2109	0.215	0.112	0.49	54.13	0.439	0.563	394	404	-0.556188	0.091584
lcl|U00096.3_cds_AAC76658	HOST	0.328	0.248	0.1795	0.5138	0.33	0.151	0.503	40.19	0.584	0.528	149	159	0.006289	0.075472
lcl|U00096.3_cds_AAC76659	HOST	0.3423	0.2342	0.3266	0.2591	0.201	0.045	0.457	58.42	0.42	0.565	243	250	-0.3632	0.076
lcl|U00096.3_cds_AAC76660	HOST	0.4865	0.2973	0.2826	0.2857	0.727	0.674	0.815	28.88	0.426	0.412	54	55	-0.803636	0.072727
lcl|U00096.3_cds_AAC76661	HOST	0.3492	0.4127	0.1967	0.2542	0.616	0.592	0.76	34.7	0.547	0.538	75	78	-0.65	0.064103
lcl|U00096.3_cds_AAC76662	HOST	0.4167	0.2111	0.3673	0.234	0.185	0.004	0.43	53.55	0.355	0.498	200	207	-0.622222	0.115942
lcl|U00096.3_cds_AAC76663	HOST	0.3451	0.3569	0.2281	0.2651	0.298	0.151	0.497	50.55	0.513	0.538	390	406	0.030049	0.046798
lcl|U00096.3_cds_AAC76664	HOST	0.1654	0.315	0.2315	0.4554	0.15	0.084	0.432	58.66	0.652	0.563	132	142	0.176761	0.126761
lcl|U00096.3_cds_AAC76665	HOST	0.1519	0.3987	0.2966	0.3453	0.166	-0.007	0.399	54.69	0.624	0.547	178	189	0.026984	0.063492
lcl|U00096.3_cds_AAC76666	HOST	0.3041	0.3509	0.1867	0.4371	0.375	0.265	0.574	44.25	0.603	0.534	209	213	-0.057747	0.093897
lcl|U00096.3_cds_3590_[ge	HOST	0.2632	0.3421	0.2284	0.3784	0.411	0.341	0.617	46.09	0.587	0.567	230	238	-0.083613	0.033613
lcl|U00096.3_cds_AAC76668	HOST	0.1198	0.3825	0.2512	0.4115	0.148	0.066	0.446	52.88	0.679	0.555	249	272	-0.420588	0.095588
lcl|U00096.3_cds_AAC76669	HOST	0.3188	0.256	0.5025	0.151	0.191	0.023	0.456	50.89	0.331	0.472	248	258	-1.011628	0.093023
lcl|U00096.3_cds_AAC76670	HOST	0.2118	0.2765	0.2612	0.4766	0.161	0.028	0.419	49.84	0.603	0.549	179	199	0.09397	0.145729
lcl|U00096.3_cds_AAC76671	HOST	0.3268	0.2614	0.335	0.2692	0.212	0.037	0.455	54.28	0.441	0.545	510	527	-0.376471	0.085389
lcl|U00096.3_cds_AAC76672	HOST	0.3353	0.2471	0.4074	0.2462	0.174	-0.057	0.392	51.92	0.398	0.514	186	190	-0.739474	0.115789
lcl|U00096.3_cds_AAC76673	HOST	0.3125	0.2125	0.4203	0.2059	0.12	-0.061	0.4	52.55	0.365	0.558	85	86	-1.718605	0.046512
lcl|U00096.3_cds_AAC76674	HOST	0.314	0.4029	0.178	0.374	0.383	0.296	0.587	44.37	0.601	0.538	676	702	-0.329487	0.062678
lcl|U00096.3_cds_AAC76675	HOST	0.3125	0.4148	0.2045	0.3025	0.358	0.248	0.563	46.62	0.573	0.556	213	229	-0.223144	0.052402
lcl|U00096.3_cds_AAC76676	HOST	0.1325	0.4047	0.2394	0.4055	0.163	0.116	0.477	51.48	0.683	0.591	606	650	-0.503538	0.090769
lcl|U00096.3_cds_AAC76677	HOST	0.5014	0.2808	0.1892	0.1992	0.269	0.138	0.509	46.04	0.399	0.549	373	387	-0.247804	0.105943
lcl|U00096.3_cds_AAC76678	HOST	0.2027	0.3297	0.2508	0.3841	0.169	0.104	0.449	52.79	0.609	0.572	399	428	-0.001636	0.107477
lcl|U00096.3_cds_AAC76679	HOST	0.293	0.3503	0.1986	0.368	0.29	0.208	0.534	46.46	0.584	0.543	543	569	-0.16116	0.073814
lcl|U00096.3_cds_AAC76680	HOST	0.2333	0.2846	0.2416	0.3982	0.153	0.013	0.407	58.17	0.578	0.532	696	740	0.127703	0.058108
lcl|U00096.3_cds_AAC76681	HOST	0.4425	0.26	0.2568	0.2447	0.212	0.033	0.438	53.32	0.407	0.512	425	439	-0.606834	0.125285
lcl|U00096.3_cds_3605_[ge	HOST	0.4595	0.3514	0.0882	0.2903	0.29	0.187	0.5	61	0.524	0.545	42	44	-0.429545	0.022727
lcl|U00096.3_cds_AAC76682	HOST	0.2428	0.2684	0.3745	0.3492	0.161	0.03	0.411	56.76	0.494	0.476	348	368	0.230163	0.144022
lcl|U00096.3_cds_AAC76683	HOST	0.2873	0.2655	0.228	0.3874	0.205	0.029	0.41	54.87	0.539	0.488	295	307	0.860586	0.100977
lcl|U00096.3_cds_AAC76684	HOST	0.1633	0.3163	0.3457	0.4345	0.139	0.08	0.448	51.91	0.582	0.487	232	260	-0.391539	0.115385
lcl|U00096.3_cds_ABD18705	HOST	0.3375	0.3125	0.3971	0.1406	0.148	-0.105	0.364	53.63	0.386	0.461	88	89	-0.558427	0.101124
lcl|U00096.3_cds_AAC76685	HOST	0.4513	0.3175	0.1536	0.2539	0.268	0.178	0.524	49.72	0.469	0.541	382	387	-0.109302	0.136951
lcl|U00096.3_cds_AAC76686	HOST	0.4122	0.2137	0.3394	0.1963	0.201	0.001	0.436	44.27	0.35	0.544	140	144	-0.61875	0.076389
lcl|U00096.3_cds_AAC76687	HOST	0.2829	0.1686	0.3158	0.4155	0.144	-0.031	0.358	52.21	0.476	0.506	372	407	0.367813	0.132678
lcl|U00096.3_cds_AAC76688	HOST	0.1698	0.3208	0.2419	0.4209	0.145	0.083	0.439	52.89	0.637	0.561	512	558	-0.066129	0.080645
lcl|U00096.3_cds_AAC76689	HOST	0.438	0.2405	0.2795	0.2436	0.157	-0.027	0.387	52.26	0.394	0.541	434	450	-0.585778	0.108889
lcl|U00096.3_cds_AAC76690	HOST	0.2857	0.2372	0.2373	0.4175	0.154	0.044	0.43	52.22	0.539	0.564	393	417	-0.066667	0.098321
lcl|U00096.3_cds_AAC76691	HOST	0.2404	0.4014	0.1866	0.3221	0.216	0.18	0.518	51.66	0.624	0.591	436	474	-0.029325	0.107595
lcl|U00096.3_cds_AAC76692	HOST	0.275	0.3375	0.1562	0.4362	0.347	0.289	0.574	39.66	0.633	0.59	188	196	0.181633	0.030612
lcl|U00096.3_cds_AAC76693	HOST	0.36	0.4	0.1692	0.3966	0.41	0.274	0.571	36.98	0.582	0.49	91	96	-0.201042	0.0625
lcl|U00096.3_cds_AAC76694	HOST	0.2835	0.3736	0.1686	0.4184	0.37	0.289	0.585	43.61	0.622	0.564	537	562	0.041281	0.05516
lcl|U00096.3_cds_AAC76695	HOST	0.1304	0.3043	0.3	0.5	0.208	0.097	0.462	36.8	0.654	0.602	26	31	-0.712903	0.193548
lcl|U00096.3_cds_ABP93456	HOST	0.375	0.2917	0.2083	0.35	0.393	0.24	0.5	47.5	0.5	0.437	28	29	1.617241	0.034483
lcl|U00096.3_cds_AAC76696	HOST	0.4545	0.267	0.1479	0.2857	0.263	0.208	0.537	47.98	0.463	0.582	376	386	-0.505181	0.090674
lcl|U00096.3_cds_AAC76697	HOST	0.2394	0.3451	0.1855	0.4054	0.169	0.111	0.47	53.62	0.623	0.553	151	156	0.162821	0.064103
lcl|U00096.3_cds_AAC76698	HOST	0.4476	0.2476	0.2771	0.2208	0.244	0.019	0.434	50.67	0.381	0.519	113	115	-0.443478	0.095652
